Trial	CorrectionTrial	StartTime	CenterReward	CenterSpoutRotation	nStimReps	Duration	Modality	LED Location	LED_trial_V	LED_bgnd_V	Speaker Location	Speaker_trial_V	Speaker_bgnd_V	TargetSpout	HoldTime	Response	RespTime	ValveTime	Correct	
45	0	485.600	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	486.965	0.250	1	
46	0	496.724	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.301	9	498.079	0.250	1	
47	0	508.418	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.351	9	509.832	0.250	1	
48	0	523.540	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.401	9	525.223	0.000	0	
49	1	531.740	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.451	3	533.081	0.150	1	
50	0	549.869	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.501	3	550.882	0.150	1	
51	0	556.760	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.351	3	557.820	0.150	1	
52	0	563.749	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.401	9	565.013	0.250	1	
53	0	575.658	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.451	9	577.302	0.000	0	
54	1	582.917	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.501	3	584.237	0.150	1	
55	0	590.108	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	9	592.031	0.000	0	
56	1	596.584	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.351	9	598.726	0.000	0	
57	1	602.728	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.501	9	606.507	0.000	0	
58	1	610.669	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.401	3	612.892	0.150	1	
59	0	618.570	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	3	619.913	0.150	1	
60	0	634.227	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.451	3	635.522	0.150	1	
61	0	640.775	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.501	3	642.231	0.150	1	
62	0	651.925	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.351	3	654.016	0.000	0	
63	1	663.551	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	666.052	0.250	1	
64	0	670.754	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.401	3	673.684	0.150	1	
65	0	678.714	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	3	680.450	0.150	1	
66	0	685.486	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.501	9	687.770	0.000	0	
67	1	690.471	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.351	3	692.118	0.150	1	
68	0	699.733	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	3	700.916	0.150	1	
69	0	711.860	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.401	9	717.497	0.250	1	
70	0	726.370	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	728.114	0.250	1	
71	0	735.561	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.501	9	736.989	0.250	1	
72	0	743.833	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	745.254	0.250	1	
73	0	752.071	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.351	9	753.513	0.250	1	
74	0	760.749	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.401	9	763.086	0.000	0	
75	1	766.097	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	3	767.727	0.150	1	
76	0	772.456	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.401	9	774.107	0.250	1	
77	0	778.675	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	780.433	0.250	1	
78	0	787.492	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.501	9	789.173	0.250	1	
79	0	795.654	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.301	9	801.071	0.250	1	
80	0	808.166	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.351	9	812.151	0.000	0	
81	1	815.212	1	0	1	0.250	2	3	0.0	1.0	12	45.0	30.000	3	0.301	3	817.199	0.150	1	
82	0	822.079	1	0	1	0.250	2	9	0.0	1.0	6	45.0	30.000	9	0.451	9	823.341	0.250	1	
